project_id,surface_a,surface_b,field,pipeline_verdict,hand_verdict,agree,issue_class,note,checked
textnets,doi_record,readme,authors,conflict,conflict,1,,"cff has preferred cation to a Journal, which is also the bibtex in readme",8/14/26
textnets,cff,readme,doi,conflict,conflict,1,,"cff has preferred cation to a Journal, which is also the bibtex in readme",8/14/26
textnets,doi_record,readme,doi,conflict,conflict,1,,"cff has preferred cation to a Journal, which is also the bibtex in readme",8/14/26
textnets,doi_record,pypi,license,conflict,conflict,1,,,8/14/26
textnets,doi_record,pypi,version,conflict,conflict,1,,"cff has preferred cation to a Journal, which is also the bibtex in readme",8/14/26
textnets,doi_record,readme,year,conflict,conflict,1,,"cff has preferred cation to a Journal, which is also the bibtex in readme",8/14/26
textnets,cff,cff_preferred,doi,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
textnets,cff,cff_preferred,title,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
thread-pool,cff,doi_record,doi,exact,exact,1,,,8/15/26
toqito,doi_record,readme,title,conflict,conflict,1,,,8/14/26
toqito,doi_record,pypi,title,conflict,conflict,1,,,8/14/26
toqito,readme,pypi,title,conflict,conflict,1,,,8/14/26
toqito,doi_record,pypi,version,conflict,conflict,1,,,8/14/26
toqito,doi_record,readme,year,minor,minor,1,,,8/14/26
torchquantum,readme,pypi,authors,conflict,conflict,1,,readme's bibtex points to a paper,8/14/26
torchquantum,readme,pypi,title,conflict,conflict,1,,readme's bibtex points to a paper,8/14/26
trilinos,doi_record,readme,authors,minor,minor,1,,"both doi and readme point to the journal instead of the softare itself, as well as cff",8/14/26
trilinos,cff,doi_record,title,conflict,conflict,1,,"cff 's title and doi belongs to the journal at  'preferred-citatin' section, whie reame bibtex also pint to the journal",8/14/26
trilinos,cff,readme,title,conflict,conflict,1,,"cff 's title and doi belongs to the journal at  'preferred-citatin' section, whie reame bibtex also pint to the journal",8/14/26
trilinos,cff,cff_preferred,title,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,cff,zenodo_json,authors,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,cff,doi_record,authors,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,zenodo_json,doi_record,authors,conflict,conflict,1,,,8/15/26
xclim,cff,pypi,title,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,zenodo_json,pypi,title,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,doi_record,pypi,title,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,doi_record,pypi,version,conflict,conflict,1,,,8/15/26
xclim,doi_record,pypi,license,exact,exact,1,,doi has an extra license,8/15/26
xclim,cff,zenodo_json,title,exact,exact,1,,same but both point to article,8/15/26
xclim,cff,cff_preferred,authors,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
xclim,cff,cff_preferred,doi,conflict,conflict,1,,cff's preferred citaion points to a article,8/15/26
yao-jl,cff,doi_record,authors,minor,minor,1,,"they have point to paper title, but appears as preferred citation in cff and bibtex for readme, but readme's paper is the Arxv Preprint",8/14/26
yao-jl,cff,readme,authors,minor,minor,1,,"they have point to paper title, but appears as preferred citation in cff and bibtex for readme, but readme's paper is the Arxv Preprint",8/14/26
yao-jl,cff,readme,year,minor,minor,1,,"they have point to paper title, but appears as preferred citation in cff and bibtex for readme, but readme's paper is the Arxv Preprint",8/14/26
yao-jl,doi_record,readme,year,minor,minor,1,,"they have point to paper title, but appears as preferred citation in cff and bibtex for readme, but readme's paper is the Arxv Preprint",8/14/26
zfp,cff,doi_record,doi,exact,exact,1,,same but both point to article,8/15/26
zfp,cff,doi_record,year,exact,exact,1,,same but both point to article,8/15/26
