judgment_id,scope,project_id,field,pipeline_verdict,values,covered_pairs,n_rows,hand_verdict,agree,issue_class,note,checked
J153,comp,sunpy,authors,conflict,|A|=268 |B|=34 matchedA=28 matchedB=28,zenodo_json~doi_record,1,conflict,1,,zenodo_json has more as creator,8/15/26
J154,comp,sunpy,title,conflict,fuzzy=23 | 'sunpy: A Core Package for Solar Physics' vs 'sunpy',zenodo_json~pypi,1,conflict,1,,,8/15/26
J155,comp,sunpy,license,conflict,'BSD-2-Clause' vs 'BSD-3-Clause',zenodo_json~pypi,1,conflict,1,,,8/15/26
J156,comp,plenoptic,authors,conflict,|A|=14 |B|=8 matchedA=7 matchedB=7,cff~readme;doi_record~readme,2,conflict,1,,readme has bibtext points to an article,8/15/26
J157,comp,plenoptic,title,conflict,fuzzy=23 | 'Plenoptic: A platform for synthesizing model-optimized visual stimuli' vs 'plenoptic',cff~pypi;doi_record~pypi;readme~pypi,3,conflict,1,,,8/15/26
J158,comp,plenoptic,authors,conflict,|A|=14 |B|=1 matchedA=0 matchedB=0,cff~pypi;doi_record~pypi,2,conflict,1,,pypi only has one author,8/15/26
J159,comp,plenoptic,year,conflict,2026 vs 2023,doi_record~readme,1,conflict,1,,readme has bibtext points to an article,8/15/26
J160,comp,plenoptic,authors,conflict,|A|=8 |B|=1 matchedA=0 matchedB=0,readme~pypi,1,conflict,1,,readme has bibtext points to an article,8/15/26
J161,comp,pyrolite,title,conflict,fuzzy=42 | 'morganjwilliams/pyrolite: 0.3.6' vs 'pyrolite',cff~pypi;doi_record~pypi,2,conflict,1,,cff's preferred citaion points to a article,8/15/26
J162,comp,pyrolite,version,conflict,'0.3.6' vs '0.3.7',cff~pypi;doi_record~pypi,2,conflict,1,,cff's preferred citaion points to a article,8/15/26
J163,comp,pyrolite,license,conflict,'cc-by-4.0' vs 'CSIRO Open Source Software Licence Agreement (Variation of t',doi_record~pypi,1,conflict,1,,,8/15/26
J164,comp,pygmt,version,minor,v-prefix only,cff~doi_record;doi_record~pypi,2,minor,1,,,8/15/26
J165,comp,pygmt,title,conflict,fuzzy=17 | 'PyGMT: A Python interface for the Generic Mapping Tools' vs 'pygmt',cff~pypi;doi_record~pypi,2,conflict,1,,,8/15/26
J166,comp,eomaps,title,conflict,fuzzy=16 | 'EOmaps: A python package to visualize and analyze geographical datasets.' vs 'eomaps',readme~pypi,1,conflict,1,,,8/15/26
J167,comp,xclim,authors,conflict,|A|=26 |B|=38 matchedA=26 matchedB=26,cff~zenodo_json,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J168,comp,xclim,authors,conflict,|A|=26 |B|=25 matchedA=25 matchedB=25,cff~doi_record,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J169,comp,xclim,title,conflict,fuzzy=22 | 'xclim: xarray-based climate data analytics' vs 'xclim',cff~pypi;zenodo_json~pypi;doi_record~pypi,3,conflict,1,,cff's preferred citaion points to a article,8/15/26
J170,comp,xclim,authors,conflict,|A|=38 |B|=25 matchedA=25 matchedB=25,zenodo_json~doi_record,1,conflict,1,,,8/15/26
J171,comp,xclim,version,conflict,'v0.43.0' vs '0.61.1',doi_record~pypi,1,conflict,1,,,8/15/26
J172,comp,felupe,title,conflict,fuzzy=60 | 'FElupe: Finite element analysis for continuum mechanics of solid bodies' vs 'FElupe: Finite Element Analysis',cff~doi_record,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J173,comp,felupe,authors,conflict,|A|=2 |B|=1 matchedA=1 matchedB=1,cff~doi_record,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J174,comp,felupe,title,conflict,fuzzy=16 | 'FElupe: Finite element analysis for continuum mechanics of solid bodies' vs 'felupe',cff~pypi,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J175,comp,felupe,title,conflict,fuzzy=33 | 'FElupe: Finite Element Analysis' vs 'felupe',doi_record~pypi,1,conflict,1,,,8/15/26
J176,comp,felupe,version,conflict,'v9.4.0' vs '10.1.0',doi_record~pypi,1,conflict,1,,,8/15/26
J177,comp,felupe,license,conflict,'gpl-3.0' vs 'GPL-3.0-or-later',doi_record~pypi,1,conflict,1,,,8/15/26
J178,comp,sourmash,authors,conflict,|A|=29 |B|=36 matchedA=29 matchedB=29,cff~zenodo_json,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J179,comp,sourmash,authors,conflict,|A|=29 |B|=36 matchedA=0 matchedB=0,cff~doi_record,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J180,comp,sourmash,title,conflict,"fuzzy=16 | 'sourmash v4: A multitool to quickly search, compare, and analyze genomic and metagenomic data sets' vs 'sourmash'",cff~pypi;cff~npm;doi_record~pypi;doi_record~npm,4,conflict,1,,cff's preferred citaion points to a article,8/15/26
J181,comp,sourmash,authors,conflict,|A|=29 |B|=1 matchedA=0 matchedB=0,cff~pypi,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J182,comp,sourmash,version,conflict,'v1.0.0' vs 'v4.8.9',codemeta~doi_record,1,conflict,1,,,8/15/26
J183,comp,sourmash,year,conflict,2016 vs 2024,codemeta~doi_record,1,conflict,1,,,8/15/26
J184,comp,sourmash,version,conflict,'v1.0.0' vs '4.9.4',codemeta~pypi,1,conflict,1,,,8/15/26
J185,comp,sourmash,version,conflict,'v1.0.0' vs '0.23.0',codemeta~npm,1,conflict,1,,,8/15/26
J186,comp,sourmash,authors,conflict,|A|=36 |B|=36 matchedA=0 matchedB=0,zenodo_json~doi_record,1,conflict,0,,same author list,8/15/26
J187,comp,sourmash,authors,conflict,|A|=36 |B|=1 matchedA=0 matchedB=0,zenodo_json~pypi;doi_record~pypi,2,conflict,1,,,8/15/26
J188,comp,sourmash,version,conflict,'v4.8.9' vs '4.9.4',doi_record~pypi,1,conflict,1,,,8/15/26
J189,comp,sourmash,version,conflict,'v4.8.9' vs '0.23.0',doi_record~npm,1,conflict,1,,,8/15/26
J190,comp,sourmash,version,conflict,'4.9.4' vs '0.23.0',pypi~npm,1,conflict,1,,,8/15/26
J191,comp,bibat,title,conflict,fuzzy=29 | 'teddygroves/bibat: v0.1.2' vs 'Bibat: batteries-included Bayesian analysis template',doi_record~readme,1,conflict,1,,,8/15/26
J192,comp,bibat,title,conflict,fuzzy=34 | 'teddygroves/bibat: v0.1.2' vs 'bibat',doi_record~pypi,1,conflict,1,,,8/15/26
J193,comp,bibat,version,conflict,'v0.1.2' vs '0.3.4',doi_record~pypi,1,conflict,1,,,8/15/26
J194,comp,bibat,license,conflict,'Open Access' vs 'GNU General Public License version 3',doi_record~pypi,1,conflict,1,,,8/15/26
J195,comp,bibat,title,conflict,fuzzy=18 | 'Bibat: batteries-included Bayesian analysis template' vs 'bibat',readme~pypi,1,conflict,1,,,8/15/26
J196,intra,kokkos,title,conflict,fuzzy=19 | 'Kokkos' vs 'Kokkos 3: Programming Model Extensions for the Exascale Era',cff~cff_preferred,1,conflict,1,,,8/15/26
J197,intra,kokkos,authors,conflict,|A|=1 |B|=20 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,,8/15/26
J198,intra,mfem,title,conflict,fuzzy=79 | 'MFEM: Modular Finite Element Methods [Software]' vs 'MFEM: A Modular Finite Element Methods Library',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J199,intra,mfem,authors,conflict,|A|=1 |B|=17 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J200,intra,mfem,doi,conflict,10.11578/dc.20171025.1248 vs 10.1016/j.camwa.2020.06.009,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J201,intra,dealii,title,conflict,"fuzzy=20 | 'deal.II' vs 'The deal.II finite element library: Design, features, and insights'",cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J202,intra,dealii,authors,conflict,|A|=1 |B|=10 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J203,intra,kernel,title,conflict,fuzzy=39 | 'The Hermit Kernel' vs 'Exploring Rust for Unikernel Development',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J204,intra,kernel,authors,conflict,|A|=11 |B|=3 matchedA=2 matchedB=2,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J205,intra,kernel,year,conflict,2025 vs 2019,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J206,intra,kernel,doi,conflict,10.5281/zenodo.14645534 vs 10.1145/3365137.3365395,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J207,intra,trilinos,title,conflict,fuzzy=17 | 'Trilinos' vs 'Trilinos: Enabling Scientific Computing across Diverse Hardware Architectures at Scale',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J208,intra,openmc,title,conflict,fuzzy=16 | 'OpenMC' vs 'OpenMC: A state-of-the-art Monte Carlo code for research and development',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J209,intra,openmc,authors,conflict,|A|=11 |B|=6 matchedA=3 matchedB=3,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J210,intra,mpi4py,title,conflict,fuzzy=28 | 'MPI for Python' vs 'mpi4py: Status Update After 12 Years of Development',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J211,intra,mpi4py,authors,conflict,|A|=3 |B|=2 matchedA=2 matchedB=2,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J212,intra,mpi4py,doi,conflict,10.5281/zenodo.5645087 vs 10.1109/mcse.2021.3083216,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J213,intra,geant4,title,conflict,fuzzy=34 | 'Geant4' vs 'Recent developments in Geant4',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J214,intra,geant4,authors,conflict,|A|=2 |B|=99 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J215,intra,dace,title,conflict,fuzzy=35 | 'DaCe - Data Centric Parallel Programming' vs 'Stateful Dataflow Multigraphs: A Data-Centric Model for Performance Portability on Heterogeneous Architectures',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J216,intra,dace,authors,conflict,|A|=28 |B|=5 matchedA=5 matchedB=5,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J217,intra,openfermion,title,conflict,fuzzy=29 | 'OpenFermion' vs 'OpenFermion: The Electronic Structure Package for Quantum Computers',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J218,intra,openfermion,authors,conflict,|A|=1 |B|=37 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J219,intra,openfermion,year,conflict,2026 vs 2020,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J220,intra,stim,title,conflict,fuzzy=18 | 'Stim' vs 'Stim: a fast stabilizer circuit simulator',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J221,intra,stim,year,conflict,2024 vs 2021,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J222,intra,qsim,title,conflict,fuzzy=10 | 'qsim' vs 'Simulations of Quantum Circuits with Approximate Noise using qsim and Cirq',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J223,intra,qsim,authors,conflict,|A|=1 |B|=18 matchedA=0 matchedB=0,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J224,intra,qsim,year,conflict,2025 vs 2021,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J225,intra,qsim,doi,conflict,10.5281/zenodo.4067237 vs 10.48550/arxiv.2111.02396,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J226,intra,grassmann-jl,title,conflict,fuzzy=32 | 'Grassmann.jl' vs 'Differential geometric algebra with Leibniz and Grassmann',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J227,intra,grassmann-jl,year,conflict,2025 vs 2019,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J228,intra,qualtran,title,conflict,fuzzy=25 | 'Qualtran' vs 'Expressing and Analyzing Quantum Algorithms with Qualtran',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J229,intra,catalyst,doi,conflict,10.5281/zenodo.12696447 vs 10.21105/joss.06720,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J230,intra,dart,year,conflict,2023 vs 2018,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J231,intra,dart,doi,conflict,10.5281/zenodo.7542588 vs 10.21105/joss.00500,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J232,intra,biopsykit,title,conflict,fuzzy=23 | 'BioPsyKit' vs 'BioPsyKit: A Python package for the analysis of biopsychological data',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J233,intra,biopsykit,doi,conflict,10.17605/osf.io/ebdrt vs 10.21105/joss.03702,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J234,intra,debyecalculator,doi,conflict,10.5281/zenodo.10659528 vs 10.21105/joss.06024,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J235,intra,textnets,title,conflict,fuzzy=25 | 'textnets' vs 'textnets: A Python Package for Text Analysis with Networks',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J236,intra,textnets,doi,conflict,10.5281/zenodo.3866676 vs 10.21105/joss.02594,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J237,intra,geometry,doi,conflict,10.5281/zenodo.20281747 vs 10.21105/joss.10328,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J238,intra,genomesizer,doi,conflict,10.5281/zenodo.17971801 vs 10.21105/joss.08759,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J239,intra,martini,doi,conflict,10.5281/zenodo.11198185 vs 10.21105/joss.06860,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J240,intra,montepy,doi,conflict,10.5281/zenodo.15185507 vs 10.21105/joss.07951,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J241,intra,pyrolite,title,conflict,fuzzy=45 | 'morganjwilliams/pyrolite: 0.3.6' vs 'pyrolite: Python for geochemistry',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J242,intra,pyrolite,authors,conflict,|A|=13 |B|=8 matchedA=2 matchedB=2,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J243,intra,pyrolite,year,conflict,2024 vs 2020,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J244,intra,pyrolite,doi,conflict,10.5281/zenodo.2545106 vs 10.21105/joss.02314,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J245,intra,pygmt,title,conflict,fuzzy=64 | 'PyGMT: A Python interface for the Generic Mapping Tools' vs 'PyGMT: Bridging Python and the Generic Mapping Tools for Geospatial Visualization and Analysis',cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J246,intra,pygmt,authors,conflict,|A|=19 |B|=8 matchedA=7 matchedB=7,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J247,intra,pygmt,doi,conflict,10.5281/zenodo.19398871 vs 10.1029/2026gc013105,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J248,intra,xclim,authors,conflict,|A|=26 |B|=25 matchedA=25 matchedB=25,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J249,intra,xclim,doi,conflict,10.5281/zenodo.7916446 vs 10.21105/joss.05415,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J250,intra,felupe,doi,conflict,10.5281/zenodo.17202699 vs 10.21105/joss.09160,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J251,intra,sourmash,doi,conflict,10.5281/zenodo.11557883 vs 10.21105/joss.06830,cff~cff_preferred,1,conflict,1,,cff's preferred citaion points to a article,8/15/26
J252,exact,sourmash,title,exact,(exact: open data/normalized/sourmash.json),pypi~npm,1,exact,1,,same name but different version between pypi and npm,8/15/26
J253,exact,zfp,doi,exact,(exact: open data/normalized/zfp.json),cff~doi_record,1,exact,1,,same but both point to article,8/15/26
J254,exact,agni,version,exact,(exact: open data/normalized/agni.json),codemeta~zenodo_json,1,exact,1,,,8/15/26
J255,exact,xclim,license,exact,alias-normalized,doi_record~pypi,1,exact,1,,,8/15/26
J256,exact,earthpy,doi,exact,(exact: open data/normalized/earthpy.json),doi_record~readme,1,exact,1,,,8/15/26
J257,exact,thread-pool,doi,exact,(exact: open data/normalized/thread-pool.json),cff~doi_record,1,exact,1,,,8/15/26
J258,exact,zfp,year,exact,(exact: open data/normalized/zfp.json),cff~doi_record,1,exact,1,,,8/15/26
J259,exact,sourmash,license,exact,alias-normalized,codemeta~npm,1,exact,1,,,8/15/26
J260,exact,dair,year,exact,(exact: open data/normalized/dair.json),doi_record~readme,1,exact,1,,,8/15/26
J261,exact,quantum,authors,exact,n=29,doi_record~readme,1,exact,1,,,8/15/26
J262,exact,qiskit,license,exact,alias-normalized,doi_record~pypi,1,exact,1,,,8/15/26
J263,exact,rustworkx,license,exact,alias-normalized,doi_record~pypi,1,exact,1,,,8/15/26
J264,exact,cheminformant,authors,exact,n=1,cff~doi_record;zenodo_json~readme,2,exact,1,,,8/15/26
J265,exact,cblearn,doi,exact,(exact: open data/normalized/cblearn.json),doi_record~readme,1,exact,1,,,8/15/26
J266,exact,cheminformant,doi,exact,(exact: open data/normalized/cheminformant.json),doi_record~readme,1,exact,1,,,8/15/26
J267,exact,cheminformant,version,exact,(exact: open data/normalized/cheminformant.json),cff~pypi,1,exact,1,,,8/15/26
J268,exact,dair,authors,exact,n=1,doi_record~readme,1,exact,1,,,8/15/26
J269,exact,grassmann-jl,title,exact,(exact: open data/normalized/grassmann-jl.json),cff~doi_record,1,exact,1,,,8/15/26
J270,exact,dart,doi,exact,(exact: open data/normalized/dart.json),cff~doi_record,1,exact,1,,,8/15/26
J271,exact,kernel,title,exact,(exact: open data/normalized/kernel.json),cff~doi_record,1,exact,1,,,8/15/26
J272,exact,stim,doi,exact,(exact: open data/normalized/stim.json),doi_record~readme,1,exact,1,,,8/15/26
J273,exact,cheminformant,title,exact,(exact: open data/normalized/cheminformant.json),zenodo_json~doi_record,1,exact,1,,,8/15/26
J274,exact,mpich,title,exact,(exact: open data/normalized/mpich.json),doi_record~pypi,1,exact,1,,,8/15/26
J275,exact,neon-utilities-python,authors,exact,n=3,cff~doi_record,1,exact,1,,,8/15/26
J276,exact,mpi4py,license,exact,alias-normalized,doi_record~pypi,1,exact,1,,,8/15/26
J277,exact,sourmash,doi,exact,(exact: open data/normalized/sourmash.json),cff~doi_record,1,exact,1,,,8/15/26
J278,exact,cheminformant,year,exact,(exact: open data/normalized/cheminformant.json),doi_record~readme,1,exact,1,,,8/15/26
J279,exact,xclim,title,exact,(exact: open data/normalized/xclim.json),cff~zenodo_json,1,exact,1,,,8/15/26
J280,exact,recirq,license,exact,alias-normalized,zenodo_json~doi_record,1,exact,1,,,8/15/26
